"wavelength","nadir","45","70","-70","-45"
319,59.6613490102275,62.352825516397,60.9910451713721,62.2494019337229,60.2311981391353
320,68.0749353444856,71.0109661938906,69.4878865977206,70.463198270007,68.6016982422585
321,75.884289109554,79.1177886152461,77.4359038803488,78.2774224752637,76.4443975978158
322,83.1263848235245,86.6952346882154,84.8581483004628,85.6875911976394,83.7793371444323
323,89.8386177134155,93.7656334609253,91.7780451509432,92.6895619496639,90.6269327929812
324,96.0949492781426,100.384962614377,98.2515272654626,99.3088187598462,97.0401914841806
325,102.033715658676,106.668437990435,104.391756754674,105.623002911523,103.129496417568
326,107.799799431166,112.737299523187,110.317715532499,111.715059703357,109.01106554294
327,113.45964802294,118.640610373142,116.078656397264,117.604385155687,114.731208609347
328,118.721139464814,124.097474715193,121.405062727311,123.019857240279,120.016647250981
329,123.189745768723,128.732761726936,125.936378599915,127.607383109142,124.502829984908
330,126.521623381692,132.221575510477,129.360929727891,131.062104655393,127.87444638728
331,129.062596004284,134.922563266711,132.03217012454,133.749087585999,130.486204523159
332,131.656251643652,137.687716421374,134.783607228332,136.516912173774,133.176395354765
333,135.150058053338,141.372690131314,138.452207286836,140.217587589615,136.786832909948
334,139.804498527541,146.23645792385,143.28560712521,145.105040543435,141.568857225691
335,144.865370195256,151.506544222534,148.512703801064,150.399327104891,146.753090021987
336,149.477663673128,156.308001582886,153.261185144487,155.217790902058,151.468747227405
337,152.94841998194,159.932585834941,156.824787293206,158.844066870474,155.011525233604
338,155.31465735613,162.422989484809,159.245232677157,161.310870862329,157.427053425131
339,156.818847299813,164.033257382935,160.7747656803,162.861748767661,158.972031042612
340,157.710627513001,165.024174828155,161.673407421642,163.749424489599,159.909506248853
341,158.335835330511,165.7469980568,162.305583806907,164.349867158728,160.587734147966
342,159.109174701048,166.617748905744,163.110461193269,165.127273698903,161.415967097737
343,160.443327894587,168.050313511913,164.52501661662,166.543746885747,162.801292266145
344,162.465240040913,170.170815918843,166.676507878967,168.735601103283,164.867288984236
345,164.809671271367,172.609707170083,169.158698394635,171.277977067642,167.249191581124
346,167.062707160488,174.94841880702,171.512591735697,173.690518314711,169.533939584964
347,168.935782449406,176.898116004254,173.418677624582,175.636988655616,171.43541970073
348,170.70570979451,178.755117656003,175.18658749278,177.431195479591,173.240104252681
349,172.808631461267,180.98064530104,177.30325170733,179.570135484095,175.395826383075
350,175.630568993304,183.98232181813,180.201450689748,182.495961765063,178.298913304222
351,178.878016931819,187.441094102412,183.579806448036,185.907261709796,181.647386673163
352,181.768261051602,190.514756532259,186.608401681916,188.967310846367,184.63654022289
353,183.513390446089,192.355647889229,188.451556307225,190.833515974522,186.45631511392
354,183.793046495821,192.6246238517,188.766296827179,191.159612268746,186.776095666364
355,183.100573999817,191.86753616952,188.067130385157,190.463118711992,186.099663868117
356,182.010859354771,190.718922460095,186.954492657941,189.348114464041,185.014417085089
357,181.094724531929,189.799534261419,186.022755391468,188.413548908277,184.103533029872
358,180.90435613812,189.666914026448,185.838487247937,188.234851436443,183.930842331852
359,181.986603082144,190.860499329639,186.960293296137,189.380714646188,185.054634065899
360,184.84036206692,193.871610744064,189.897704305903,192.369889748488,187.984017959155
361,189.296676077567,198.521434526342,194.476772254647,197.025571294793,192.543159096005
362,194.696737570676,204.139633654336,200.022238070992,202.660784037072,198.053836355097
363,200.371974046012,210.046073044704,205.848862163309,208.578396989164,203.827905596557
364,205.790134933106,215.697426823848,211.412080242054,214.224544113032,209.325321226121
365,210.661830059662,220.794097615937,216.417944040624,219.300588902721,214.269878337666
366,214.722741224982,225.061649635991,220.598377924827,223.53424376559,218.412609920944
367,217.738908682136,228.254939713347,223.715217753383,226.684136807566,221.528633464375
368,219.619895151121,230.267308287267,225.671708802149,228.655053029089,223.506928206043
369,220.31763513347,231.032979969309,226.412844298076,229.394926967649,224.270088505659
370,219.817500720069,230.522357684844,225.918317961278,228.886816894643,223.776806844281
371,218.592106937145,229.233034918386,224.673473859918,227.625596927277,222.511813000149
