"","wavelength","nadir","nadir","nadir","nadir","nadir","nadir","nadir","nadir","nadir","45","45","45","45","45","45","45","45","70","70","70","70","70","70","70","70","-70","-70","-70","-70","-70","-70","-70","-70","-70","-45","-45","-45","-45","-45","-45","-45","-45","-45","-45"
"29",347,19.4028458908881,19.6233757496139,19.3713936618349,19.1291927548242,18.8769529298346,18.5052270267262,18.1328256500894,18.5495311561786,18.9343193191058,17.9270654146857,18.0710017128688,18.2731562963678,18.506186063864,18.28004652524,18.1370491707466,17.8521139985428,17.7459935268994,17.4784637476007,17.083034320256,17.1200401613319,17.2251214049476,17.2169639996444,16.704367657903,17.1752126912705,17.1475775002043,16.3315815596815,16.0947082804786,16.1937524567931,15.8619533863092,16.0028080738176,15.9119966666454,15.8770117940223,15.8598164325958,15.91741884108,15.4238597347049,15.3605590548462,15.2365738627845,15.2148523858587,15.238435731239,15.0959832096509,15.099168433909,15.1230991328756,15.0980343609038,15.0014003760835
"30",348,19.8819054858188,20.1136129057532,19.8307408014915,19.5761795848244,19.3232754327347,18.9624708516814,18.5570979737208,18.9816369163654,19.4074323100512,18.3645345057628,18.5067536336315,18.7178776759675,18.95052715044,18.7195092373801,18.5865118293153,18.2759956168661,18.1592357553169,17.8891117459519,17.4960123976007,17.5316063578698,17.6376328197707,17.6246454807116,17.1133491711035,17.5903949788055,17.5468238864309,16.7154907946638,16.4782201417963,16.5669180757237,16.2302190195947,16.3748752567471,16.2860189124702,16.2488754009208,16.23796844215,16.3047020225343,15.7984454761115,15.7192646908412,15.5882954322079,15.5759703007654,15.5890896184459,15.4561746389106,15.4565575882427,15.467085670068,15.4359782469877,15.3730000641109
"31",349,20.3435998570026,20.5779864357827,20.2810895832229,20.02253989692,19.7687825285005,19.40313846572,18.9820316380773,19.4075681515866,19.8585817327383,18.7909615123514,18.9313817061796,19.1452473063933,19.3812708512069,19.1580835199739,19.0217213723415,18.6901220185992,18.5653738943625,18.2963322185567,17.9013105230717,17.9384111239898,18.044689076521,18.0232313704714,17.5221146060624,17.9931795043156,17.9384413479732,17.0857606784345,16.8598131626037,16.9317838010493,16.5930489183879,16.7417371055744,16.6537375997047,16.6063564422621,16.602465329401,16.6764180906143,16.1581728079731,16.0711366379747,15.9351274361502,15.9298006303403,15.931257706946,15.8071121012235,15.8092188379456,15.805442434135,15.7731805724479,15.7323640367524
"32",350,20.7253134927944,20.9486336777251,20.6655060804235,20.4185642868306,20.1599040157159,19.7675513423224,19.3563235184321,19.7786715438932,20.2241376173694,19.1514592139453,19.2909805873319,19.4999784663045,19.7438444763566,19.5444683109441,19.384248960729,19.0462422940316,18.9159971575468,18.6492552870072,18.2464385430824,18.2896839115229,18.397638373144,18.3639173415481,17.8788903958786,18.3285474031303,18.2745200962307,17.3993922495625,17.1907166953712,17.245890818911,16.9095663010154,17.0602745443297,16.9697643825993,16.9036092848306,16.9067711361801,16.984052707221,16.4566049978919,16.3727458361673,16.2384426932314,16.2311347575917,16.2251925172393,16.1086991356413,16.1139263472352,16.1027151487334,16.0738800337429,16.0307307701967
"33",351,21.0186058467182,21.2234128474681,20.9695221488477,20.7423795246859,20.4751300329842,20.0448596643911,19.6603220311723,20.076983225644,20.4993699428921,19.4330525555042,19.5730198586168,19.7733194837693,20.027205354451,19.8562054903432,19.6620357109246,19.3300727559187,19.1958751924163,18.9328180731017,18.5199744573157,18.5701006019234,18.6794251462227,18.6345790408898,18.1650309135825,18.5879936762094,18.5413243162363,17.6471497629713,17.456121149589,17.4965484148518,17.1652047773892,17.3171850454369,17.2206505537692,17.1422252314873,17.1427196629088,17.2210281840607,16.6848643668874,16.6117136297832,16.4839063780188,16.4694232411173,16.4603046970575,16.3488672705642,16.3566384014225,16.3459455455148,16.3223169323243,16.2617846006346
"34",352,21.2294972417718,21.4177249693441,21.1900049932234,20.9795426629152,20.701508553525,20.237247413583,19.8828243070177,20.2927312335905,20.695270792886,19.6339540545547,19.7760132689898,19.9689402412279,20.2319302384823,20.0785359560283,19.8554002254061,19.5363965538641,19.3986344667143,19.1415156255263,18.7214585466869,18.7737987567867,18.8814277848375,18.8328830644436,18.370733340202,18.7754292243195,18.7342402177543,17.8288098552851,17.6502821258596,17.6790118435276,17.3524209640316,17.507124982874,17.4014730216744,17.3364578791752,17.312386711438,17.3919609409872,16.8440988366853,16.7839496167066,16.6636679994481,16.6433681787207,16.6337880439815,16.5230295176619,16.5311033741835,16.52818019313,16.5080705781354,16.430539895375
"35",353,21.3646364901841,21.5469211968886,21.3251949005205,21.1178236160479,20.8284585850517,20.3481015229042,20.0145740292576,20.4180488183405,20.8231029771093,19.7536221994428,19.8997248419858,20.0912817083967,20.3596670533326,20.199070961951,19.9659754372256,19.6613607084081,19.5194497439574,19.2711900057771,18.8512627931537,18.8963719047006,18.996841419626,18.9575947111601,18.4880659892887,18.8953997784688,18.8500337416506,17.9449482632101,17.768806546285,17.7897847947055,17.4651769123109,17.6259585753578,17.5085983872061,17.4993637501514,17.4186119008635,17.5019628898231,16.9364091682721,16.8866435495896,16.7713675711345,16.7525704539727,16.7437619489212,16.6277784374103,16.6324260309552,16.6435994196695,16.6222492071002,16.5423707622009
"36",354,21.4386227466506,21.6257195087493,21.3907040538757,21.1729902225782,20.8753982392106,20.3960279836421,20.0709431248742,20.4691744565925,20.8975527967517,19.8072790808885,19.9597366757669,20.1545397106363,20.4256155815042,20.2354123886521,20.0120226750696,19.7183678684217,19.5730849277158,19.3347255408498,18.9202811471716,18.9518344242748,19.0418469573786,19.0213797088473,18.5327710965389,18.9604818965713,18.9029271253674,18.0062504406829,17.8243981763165,17.8411661418141,17.516481730966,17.6848316428679,17.5547103827201,17.6288514845214,17.4738979895873,17.5624139048583,16.9759509415282,16.9331816640264,16.8195033227081,16.8080019384936,16.8000561625708,16.6746302285937,16.6728722911925,16.7007280117776,16.6753055489361,16.607201621594
"37",355,21.4715087146968,21.6684035563504,21.4140609135427,21.1800155371427,20.8823235560622,20.4100723219632,20.0841972999714,20.478881639492,20.9356549018655,19.820959855293,19.9824812994967,20.1796014305417,20.4542715216915,20.2257342300404,20.0232095394844,19.7326572058048,19.5877411203053,19.3566967242284,18.9466251185945,18.9668365026401,19.0483924310398,19.0464388044465,18.5368300585349,18.9887608937878,18.9191167780469,18.03033661669,17.8414883856478,17.8562894871927,17.5324098850865,17.7053724417112,17.5636855003281,17.7124390108803,17.4973761802922,17.5889933782364,16.9851487566614,16.9480601963392,16.8335093041506,16.8284344494823,16.8205331737316,16.6853379811207,16.6764797925877,16.7179303580391,16.6909617166518,16.6380781875651
"38",356,21.4837021383479,21.6895405653381,21.4232144827651,21.1743813258095,20.8896815604699,20.4196159167044,20.0870607075524,20.4803925765385,20.9547392372842,19.8210802222676,19.9947532964412,20.1876988993546,20.4704856029762,20.2087081997682,20.0295507912429,19.7298861028654,19.592025930942,19.3620907432808,18.9487793271208,18.9684244882243,19.0488279554232,19.0553421665073,18.5326411174422,18.998647487611,18.925182525105,18.0351714169848,17.8448839979667,17.85866188909,17.539406977507,17.7095830626158,17.5597744645336,17.7379192147387,17.5084775442045,17.5976704558459,16.9867244225225,16.9561024701219,16.8391794985505,16.832969483324,16.8234103998436,16.6820084746398,16.6676655879963,16.713964988913,16.6933316092443,16.6483169003578
