"","wavelength","nadir","nadir","nadir","nadir","nadir","nadir","45","45","45","45","45","45","45","45","70","70","70","70","70","70","-70","-70","-70","-70","-70","-70","-70","-45","-45","-45","-45","-45","-45","-45","-45","-45"
"1",319,14.0168374413814,14.1202652960393,13.6411626943251,13.8175490882781,13.6065179773417,13.2520373222523,13.0508167054814,13.2324596816662,13.1878098418815,13.084251548772,13.1730639318012,12.8721094995393,12.9826103876474,13.0133682447896,12.5960550298169,12.7183560307743,12.5072180427341,12.4336149940619,12.239291246755,12.297533634241,11.8482542918946,11.9665699036814,12.0294940778258,11.7934460996917,11.7786737000636,11.7501723395356,11.6723322675067,11.3718204112172,11.3101530063944,11.3705494965215,11.1679458231495,11.1197430503944,10.9715815758761,11.2142265794036,11.2145632949184,11.2155924066747
"2",320,16.0375357076752,16.1306071142925,15.7772775001406,15.8572483563689,15.5517375256293,15.3906071780923,14.9817206556626,15.1663667308353,15.0281499610909,15.0137574848266,14.9873667835228,14.8240125616351,14.8093337946078,14.8175788047729,14.3002139090398,14.4254239551659,14.2226889887157,14.1964318259196,14.2803936199175,14.1337832455701,13.5908034329966,13.656211522703,13.7150728801459,13.4481026583306,13.4774742127864,13.3829875724412,13.3989453370723,12.928686137744,12.9755128883369,12.8901219429443,12.9379026858108,12.7674912444928,12.664280150938,12.8264521775423,12.8315419605893,12.795843402574
"3",321,17.9262259239818,18.0128530859872,17.7420653283392,17.7559090279097,17.3706918011211,17.345862618069,16.8112883637855,16.9760654895847,16.7932350865793,16.8147693058798,16.733797700384,16.6479589396974,16.5476505538259,16.5580988697825,15.9719400873504,16.0694866102653,15.8733253650887,15.8639953270655,16.0657045633841,15.8291335350841,15.2315953003354,15.267191015376,15.3006585378941,15.0343553290749,15.0794646677353,14.9390422980688,15.0084301243977,14.4304561322572,14.5384306798923,14.3784557452152,14.5367793543271,14.3102108517727,14.2556009850167,14.3396190984003,14.336915840902,14.284555588491
"4",322,19.6908675616766,19.7734027732492,19.5490754768733,19.5225656977266,19.0705405805866,19.1331757536226,18.5389160309412,18.6673118956603,18.4788776315397,18.494183126471,18.4067816580284,18.3491809770868,18.1968802529303,18.2280223481862,17.59842654718,17.6460411229057,17.4551063638902,17.438472907853,17.631416888473,17.3954352202477,16.773500622935,16.7972586372071,16.7901208382189,16.5482675809462,16.5867708229017,16.4182270539445,16.5076087611801,15.8724994864326,16.0027737704628,15.8251403613286,15.9833571068869,15.7531026159562,15.7476801321929,15.7584274563938,15.7402290630892,15.6855064369809
"5",323,21.339535891553,21.4187698739128,21.211958300891,21.1663625939095,20.6585479477739,20.768023723964,20.1640671354442,20.2459496085933,20.0809603831173,20.0589963520968,20.0008079459249,19.9329940490698,19.7564086460436,19.8204972029422,19.1669116100989,19.1506567750606,18.9640980896089,18.9221168819635,19.0138789057814,18.84464326309,18.2194635073037,18.2442366520377,18.1874165538831,17.9859774909804,18.0015952122358,17.8205116511239,17.9033803764359,17.2502589224148,17.3724959496457,17.2197951883523,17.2965349085874,17.1014599648994,17.1427052994023,17.0876650778961,17.0511831132582,17.0025666334331
"6",324,22.890370988675,22.9653882874186,22.7531476271339,22.7059728123363,22.1510439156386,22.2750122457578,21.6920526123503,21.7254467010069,21.6014827399678,21.5250101773867,21.5159557440048,21.4119303191377,21.2313724040323,21.333369597451,20.6685742872309,20.5851742737134,20.4039207159405,20.3245590075713,20.2629542771822,20.1977731300571,19.5788057259834,19.6122059889522,19.5040628858414,19.3501077548405,19.332813417039,19.1527560264565,19.2093363862375,18.5655768168348,18.6590605530194,18.5546418031973,18.5054405816793,18.3686320462565,18.4473536450918,18.3397433481898,18.2931564570928,18.2477085354892
"7",325,24.3792319390603,24.4471563522754,24.2105405169163,24.1768449477586,23.5803189961788,23.6948178264698,23.1384777995929,23.1326939664707,23.0532123485382,22.9235248004161,22.9621451916137,22.8112270512658,22.637032642713,22.7727568410642,22.1015311435252,21.9624751216196,21.7914932976536,21.668422498451,21.4523003371174,21.4917912363352,20.8720768837986,20.9162659093362,20.7648871110653,20.6546971896947,20.6010488674457,20.4339501305635,20.4508499268435,19.8315620891073,19.887151414436,19.8264829004902,19.6572097732114,19.5821500407856,19.6762059727632,19.5404948697195,19.5136057782343,19.447167432837
"8",326,25.843779723898,25.899748414045,25.6236065305925,25.6161335417503,24.9802867686307,25.0697512566771,24.519994901372,24.4959471921265,24.45001190814,24.287416555736,24.3502971824449,24.1574135261949,23.9896800606776,24.1456173588138,23.464604242944,23.2965635905567,23.1450872894707,22.9776517053851,22.6579940643214,22.7652860931518,22.1209683748549,22.1726361592246,21.9960700449247,21.9149455496437,21.8281196647912,21.6843174486751,21.6544922501848,21.0624693845062,21.0827967967383,21.0325870413732,20.8008093956817,20.7709873393679,20.8446468294178,20.7171170855783,20.7624363408225,20.628629052125
"9",327,27.3000861828015,27.3375598513895,27.0129745629014,27.0405535853286,26.3654142712038,26.422542404593,25.8407132479227,25.8271076956938,25.7926239034916,25.6306775308841,25.6793422193858,25.4615389161087,25.2932695621568,25.4488318721057,24.7481628169457,24.5879916606553,24.4667705652802,24.2603619706998,23.9271218258599,24.0374113069573,23.3334914131749,23.3841115628774,23.2075752818473,23.1321429939425,23.0215301333981,22.909302052807,22.8324795617523,22.2588260026945,22.2559168848582,22.1646410759554,21.9632653243566,21.9468377047325,21.9584308277162,21.8804548016727,22.0602161024324,21.8024009232135
