"wavelength","nadir","45","70","-70","-45"
319,10.35520074188,10.4414044495447,11.2342573623138,9.91314426780193,9.66837662630465
320,11.2718722957423,11.3532237041316,12.2659231960834,10.8725745862298,10.5064305807447
321,12.3885625110115,12.4809851519298,13.4922040584644,11.9661832077835,11.5325820780954
322,13.6352824387797,13.7714873660058,14.8490083817612,13.1899145896866,12.7375031262339
323,15.0217192899208,15.1709592278441,16.3339776787785,14.5109715430947,14.0886085948008
324,16.4892319764612,16.6438699777941,17.9127291454255,15.8166015595915,15.5342350101928
325,18.0005820482313,18.1571366477041,19.5484686188049,17.2963743194108,16.9401276773545
326,19.5169093785396,19.6770771780243,21.2145466241865,18.8052534373608,18.4080181948559
327,20.9856486541179,21.1516902758541,22.8051803523794,20.2767363100064,19.8040239551128
328,22.3379384173683,22.5079734188867,24.3105701768371,21.6259908464722,21.0244171201158
329,23.504065493244,23.6849652526865,25.5962191284259,22.7866876047377,22.0809912030626
330,24.4512415182374,24.6491448226313,26.6448130043931,23.7145128049527,22.969270551817
331,25.2507671194967,25.4646776992875,27.4872029320634,24.468213108459,23.7174626229729
332,25.988580912347,26.215567210451,28.2665144143057,25.158258686866,24.4049906861261
333,26.7507855454094,26.9782970859284,29.080574777835,25.8747683370383,25.1127595305821
334,27.5566928972326,27.7715328314711,29.9643185851315,26.6688158358479,25.9063944369702
335,28.3763767725018,28.5871208879755,30.8440962204582,27.4535841370622,26.6332877017561
336,29.1978084093876,29.4164661529231,31.7688021121997,28.2522701191442,27.4649914710707
337,30.0037667536671,30.2425970130891,32.7046526326256,29.0464414559046,28.2676625640642
338,30.7772721746257,31.0405620057895,33.6083158029399,29.8103380461955,29.0524375041056
339,31.5108346477597,31.7915633879417,34.4352146166512,30.4756832751038,29.7666601139171
340,32.1819417029235,32.4633869776883,35.1211348523097,31.1045822009393,30.3537811636617
341,32.811729782159,33.089508270667,35.8222898856198,31.7383419887279,30.9028695436664
342,33.4513391636438,33.7315807134557,36.5253735804513,32.3710201287731,31.4734859647972
343,34.1435786104729,34.4149682508017,37.2653298883466,33.0320892061858,32.1232041244404
344,34.8783063099913,35.1535426136661,38.0760283687999,33.7398649715201,32.8171458446457
345,35.6688747379134,35.9507090078004,38.9536660263526,34.5017832737955,33.5484845311042
346,36.5222446921618,36.8096431339474,39.8942711378106,35.3278080764586,34.3433798761375
347,37.4364192436187,37.7286014701361,40.8916795346498,36.2162970692088,35.1979337856342
348,38.3942468056996,38.700370819203,41.9127800529233,37.1535226511502,36.0958379871661
349,39.3819355258937,39.7174374416669,42.9781115957134,38.1251116502567,37.0298159382488
350,40.4005690258981,40.7616997660103,44.1056488730231,39.1065328202377,37.9785139090329
351,41.4045183407251,41.7858526642981,45.177019782463,40.0347477638317,38.9097665985243
352,42.3425569268952,42.737598843325,46.2350942298653,40.8843536855859,39.7831723168105
353,43.1666251642711,43.5679474359148,47.1429503290842,41.654814674645,40.559072768744
354,43.8527481212669,44.2530531918015,47.9081676061643,42.2854277523722,41.2034632318937
355,44.3880172947971,44.7806247643965,48.5059879561486,42.7739790039179,41.6849366864348
356,44.7633463454228,45.1423153326064,48.9160345087272,43.1216316029616,41.980215835604
357,45.0771048387418,45.4406540179351,49.2420686308146,43.4025727124309,42.2562393598816
358,45.5376988203472,45.9025317228142,49.7261826716167,43.8262830841836,42.7477497825845
359,46.3869856851216,46.7613182073676,50.6213563746008,44.6341551420396,43.5508306730756
360,47.7669317919973,48.1594693599645,52.0804423681287,45.9635884959335,44.7893224462152
361,49.5631470244006,49.984818784801,53.9947199456137,47.6996961141359,46.4008573050986
362,51.6148615069517,52.0809618286088,56.2272893793957,49.6592714573397,48.3240084673352
363,53.7808880422027,54.290793730554,58.687870247423,51.7281015174568,50.3386031438276
364,55.9061973577163,56.4517601857437,60.9758186277753,53.7618072166958,52.3177804492777
365,57.8333757661519,58.3987523377057,63.047384277384,55.60299038786,54.1135649724854
366,59.4077900527582,59.9698045120936,64.7500965403755,57.0971200920931,55.6206848035634
367,60.5584215972447,61.097448868219,66.1477033127241,58.1765210526854,56.776442754599
368,61.3102794593076,61.822744166383,66.8551581231354,58.8732678964384,57.4856583740817
369,61.6937027341645,62.1927618398756,67.3065878007447,59.2249651978739,57.8493995617291
370,61.7788444884482,62.2880261806092,67.436087229007,59.3036280581972,57.9298039928336
371,61.7509484154529,62.285763977776,67.4365804501036,59.2807424160856,57.9082532665168
372,61.8159326381295,62.3805732786427,67.3574296367336,59.3456627620863,57.9770505008343
373,62.1542110837665,62.7424598065596,67.7318449696549,59.670652390589,58.2298987290057
374,62.7392950186253,63.3419241788771,68.3702736228111,60.2279424635027,58.7968019578031
375,63.4442329778513,64.0525962055767,69.1266558195115,60.897632844282,59.4424570499372
376,64.1412175819956,64.7473168928725,69.8543157421761,61.5623294282942,59.9705801477343
377,64.6962761544101,65.2941625988763,70.4285519291561,62.0944130885232,60.4049411352692
378,64.9680828153609,65.5555269994216,70.7238019991499,62.3465559058052,60.6641910975825
379,64.8149375948388,65.3935270000056,70.5504591272393,62.1805042027307,60.5458315529278
380,64.1859837855372,64.7603067658931,69.8518667820532,61.5721385435846,59.9907305864797
381,63.3056820551615,63.8808547889554,68.8780198410433,60.7299920326013,59.09306402162
382,62.4504525630354,63.0316523246455,67.9367862138512,59.910253896199,58.3848523006699
383,61.8818175181257,62.4739436857696,67.3187403633117,59.3559471857737,57.8157014430779
384,61.7330964522856,62.3378533470687,67.1675505576203,59.1967948782327,57.6830206252612
385,62.0722138981634,62.6866227672729,67.5469599213542,59.4634262575156,57.9773942287428
386,62.9616829394198,63.5782129437243,68.5174468146957,60.3095878295981,58.9229532816312
387,64.2878001737282,64.8995179256174,69.9571660653891,61.579719932658,60.1788776876513
388,65.7156542456571,66.3226881231977,71.5078994000479,62.9500734409214,61.5342657527742
389,66.8963383670195,67.5062876443769,72.7964732023916,64.0833475399577,62.6553842794561
390,67.60590925329,68.230667650102,73.5818056047191,64.7624602309128,63.3269831668571
391,68.0234934429912,68.669003481804,74.0528014333653,65.1410997076652,63.7159795823646
392,68.4093306331546,69.0735218218871,74.4926582846864,65.4960911856373,64.0661974535158
393,69.0280298745603,69.7021291922846,75.1703678939067,66.0891306853524,64.5027367078672
394,70.1847851609197,70.8654895652109,76.4222716910746,67.2090762884764,65.5444594062723
395,72.2068224313351,72.9029068265918,78.6165511762147,69.1595312753756,67.4571977557831
396,75.4129232061628,76.1450741669458,82.1120759821566,72.1910268458542,70.4872873494292
397,79.7615254522723,80.5526951086002,86.8672391002465,76.2346804143793,74.6075916906555
398,84.7288630900579,85.5913609027482,92.3045242342253,81.0234334890757,79.2799344225721
399,89.7574911060115,90.6920822632314,97.8089851131278,85.9569608707098,83.9377883173537
400,94.3661728193024,95.3636015110465,102.849610476232,90.3737232721302,88.2692681403196
401,98.3390655777093,99.3853597693839,107.187691094986,94.1801866731765,92.0077366473431
402,101.518062646443,102.595688121297,110.648107438326,97.2133092318479,94.9937493419869
403,103.770712947948,104.85952244922,113.086095206544,99.3373239985416,97.0939340447245
404,105.226329072324,106.313246363477,114.681074640192,100.694748684386,98.4409334060823
405,106.167252987393,107.251934240213,115.709609200262,101.590788698322,99.3229047218146
406,106.876038096632,107.970790071555,116.488489094313,102.329842381222,100.02755762169
407,107.549718617128,108.671859519167,117.235157857689,102.95885185634,100.722616914355
408,108.261846666699,109.422675900805,118.067541676923,103.747580169251,101.402559997924
409,109.076346041782,110.280284157308,118.998214243889,104.386089563723,102.048355789703
410,110.030770465547,111.275598934569,120.052303409512,105.257547800162,102.803199197628
411,111.062169705518,112.339944787152,121.170002979192,106.226049172214,103.752574922467
412,112.083653462411,113.380923885516,122.271275447923,107.188455812271,104.692599588148
413,113.010445167082,114.309161087252,123.277257908461,108.077506524881,105.547605729296
414,113.781887562138,115.069772470904,124.362525914893,108.830795462088,106.30958595927
415,114.352671892938,115.62982285904,125.009844652083,109.389006512294,106.944590895416
416,114.678581568729,115.957432184021,125.392048225221,109.693922720747,107.305729650665
417,114.768512602477,116.064850714229,125.493111565439,109.753239805972,107.431531406018
418,114.715077339233,116.033887158158,125.4068454867,109.678545347523,107.319305357331
419,114.618254690911,115.952470976217,125.124588002352,109.590568825005,107.167703926532
420,114.543537193846,115.877390987132,125.013348803517,109.568124936594,107.036555735852
421,114.410768634969,115.733917534841,124.862318948381,109.513006719174,106.897166267529
422,114.101348464611,115.374298542494,124.516094425421,109.280281917716,106.68404718083
423,113.5064193468,114.76850024574,123.872256551314,108.709250331272,106.325867121847
424,112.643845671614,113.943592495393,122.950419372286,107.644897271009,105.668507346669
425,111.620125936042,112.932755716408,121.850240750769,106.653158284409,104.690710584035
426,110.54392052443,111.854547572822,120.682240202227,105.637849656336,103.661122129102
427,109.552586751038,110.854353599044,119.596686605402,104.712344589806,102.71279891072
428,108.833415358098,110.126512991174,118.806603610828,104.137692132078,102.026148359658
429,108.578699760444,109.871217378239,118.487794934979,104.066229696189,101.642349698202
430,108.940357121559,110.246523082216,118.907646589649,104.371589222073,101.8418033896
431,109.879155928025,111.211010051624,119.993510807338,105.121739979764,102.70169549806
432,111.299354782569,112.664286408036,121.56739887438,106.471313600029,104.118727719089
433,113.101974086344,114.502814231671,123.552436732203,108.33797392464,105.98417565543
434,115.139161316458,116.575582840694,125.797646540552,110.370022014307,107.913916730052
435,117.225160018559,118.694763532777,128.122226432979,112.37551420408,109.852367545164
436,119.173971448139,120.672328254291,130.275490990945,114.24559786459,111.672424517643
437,120.890210535305,122.412620848669,132.204386775145,115.882196960941,113.296867372824
438,122.454460902917,123.999368260651,134.10532211751,117.371657840991,114.787651242557
439,123.96752154483,125.536905054924,135.775753560215,118.735118176051,116.158495684028
440,125.517560369882,127.116323329037,137.449948092936,120.0701811493,117.527961594131
441,127.124954703832,128.757643331393,139.180607912007,121.620310719582,119.028373365199
442,128.787436561689,130.457143899184,140.768803442941,123.291090797521,120.626173674285
443,130.501379762154,132.209678585717,142.667261682891,124.99015292028,122.286432681299
444,132.238974346705,133.984722334748,144.576434101953,126.663087103244,123.950088328291
445,133.951445611721,135.729749553262,146.455616590604,128.288389297566,125.537158508668
446,135.589357740826,137.391552202693,148.25443470028,129.845618850411,126.967182423094
447,137.109771306057,138.925953041053,149.912666470456,131.309163743659,128.257330261765
448,138.483978344247,140.308558351483,151.408170314563,132.642083187231,129.547874374161
449,139.685156415635,141.517595531699,152.722531443871,133.805935444728,130.675651510424
450,140.689823118102,142.533791916733,153.838543443587,134.768281774177,131.61573222123
451,141.495050838205,143.353259603348,154.746436303419,135.533626215453,132.369109399382
452,142.105725039344,143.977958587183,155.439266663379,136.120515122256,132.974993771109
453,142.528778450632,144.411994857899,155.912894409904,136.548394789415,133.513755948371
454,142.815916267354,144.706505885621,156.224820461436,136.8559402524,133.840373029016
455,143.062550012561,144.958540690048,156.492718949517,137.100597405488,134.056161298656
456,143.365786510442,145.266935410037,156.836611697644,137.340542603244,134.265974077869
457,143.776236904473,145.684047780095,157.317648892123,137.61487420472,134.538274627702
458,144.228395237673,146.146161579819,157.849956227867,137.91504568052,134.868980895393
459,144.638927113717,146.571738773957,158.323983418272,138.320555926443,135.269812098328
460,144.93091964836,146.884804184148,158.637567436494,138.611858713298,135.531718292106
461,145.073315963151,147.049106982674,158.779757464605,138.760089338918,135.651280678108
462,145.055001064787,147.045671689391,158.733373398693,138.862809118091,135.724035981656
463,144.866447214195,146.857385752174,158.509081388325,138.767397849786,135.619594910732
464,144.540013088547,146.516996482303,158.147910086118,138.48450051065,135.349093006041
465,144.154423352002,146.112443350834,157.732103800268,138.109121971175,134.988694704232
466,143.790791194405,145.73450869918,157.346027376299,137.740621530611,134.617930448276
467,143.514449534829,145.454860016365,157.057359285044,137.458269981825,134.310194203485
468,143.34534207689,145.29018422954,156.865432521649,137.28355700877,134.121229420141
469,143.295301614831,145.240990345723,156.733682953329,137.227646993819,134.103625457266
470,143.373852892376,145.318256672899,156.810647015613,137.299344435006,134.298684471833
471,143.571148948754,145.532347428504,157.111484672168,137.487647079262,134.583061665
472,143.867664379758,145.832627437652,157.482145852126,137.77165687317,134.848812987363
473,144.243610405262,146.214438768925,157.893815598893,138.130301987129,135.188563787432
474,144.672184554704,146.65270912133,158.363250624148,138.538831931209,135.576896608425
475,145.117721621485,147.113181887334,158.853528895553,138.967847736079,135.978917477545
476,145.543986357087,147.56100942052,159.327140337825,139.387649981981,136.228665051849
477,145.903296682809,147.947739820605,159.732308149763,139.754404113307,136.491812917731
478,146.109682788403,148.179417234556,159.969535719267,139.976995910307,136.683621848944
479,146.069179007254,148.152582946263,159.929360820226,139.954437457703,136.698897127923
480,145.697415808705,147.774549418884,159.513932078362,139.596421688444,136.440574290195
481,145.006046325039,147.060409718147,158.74158081176,138.919518250584,135.892943341004
482,144.062016375432,146.087320165782,157.69753976609,138.001839563059,135.024780171068
483,142.933647731118,144.933798520379,156.468470177575,136.922688645462,133.976753863919
484,141.725312612926,143.709563028398,155.172687717017,135.784236818009,132.869931929488
485,140.593727406186,142.569634102777,153.974469338623,134.721859483063,131.77069323389
486,139.699722077968,141.672592326121,153.041703963676,133.873541457763,130.877978644495
487,139.172027841084,141.145259053659,152.507460209467,133.423519488312,130.360294051211
488,139.013492944011,140.989904212424,152.368250518858,133.478377690132,130.219180184195
489,139.196110667985,141.178269132849,152.587116274422,133.660064734661,130.420519145562
490,139.684930262041,141.675212544464,153.120265437212,134.130221563086,130.922505556874
491,140.360796298783,142.362133428168,153.841042578333,134.778268026954,131.590114164857
492,141.048528165314,143.064901213573,154.567659502051,135.308419824686,132.226296310878
493,141.572848127979,143.609254389149,155.118264367204,135.69062551248,132.634227551112
494,141.827403757819,143.886637630446,155.381235084319,135.906278364511,132.718348394023
495,141.821587714885,143.898834892691,155.365659463069,135.923150999236,132.872559999015
496,141.575868835364,143.658189000671,155.0938275973,135.711655481525,132.733793794658
497,141.119772004393,143.189038576114,154.569855500602,135.261399815033,132.244910580089
498,140.524493928399,142.571204121141,153.897853709498,134.650775331849,131.737486467645
499,139.849027399265,141.90053530283,153.180934742168,133.983823587284,131.226280793375
500,139.229964802278,141.270764127334,152.511483280486,133.361944630569,130.650416194483
501,138.71610721989,140.743875708806,151.956073243766,132.846930091107,130.100389705047
502,138.318930419048,140.357397459593,151.557222605614,132.470057401164,129.566030783973
503,138.10587537402,140.147978508008,151.35652805866,132.348115265551,129.314100766383
504,138.086589056543,140.121529678014,151.358237085782,132.392926239954,129.217651268421
505,138.197719130152,140.223870233672,151.493581682405,132.600213708466,129.246305754545
506,138.367459053628,140.393860108003,151.653581407559,132.838120589923,129.363357576224
507,138.524015872925,140.567383237997,151.847279101684,133.013468536454,129.525382268868
508,138.595671166526,140.66399870995,151.930882390558,133.070705579753,129.652104732729
509,138.510731937069,140.597696961208,151.83287392895,132.903766702525,129.650679569265
510,138.200462093678,140.286084765883,151.48979675347,132.611912113219,129.431640169125
511,137.652133325672,139.715357575037,150.887605975394,132.148273159273,128.96972213047
512,136.903072588405,138.933009903171,150.064622298527,131.450747286782,128.297039840011
513,135.992501806923,137.988815638193,149.071140734051,130.594685625725,127.447893711737
514,134.991597888527,136.961791053333,147.95536040462,129.641030363638,126.496524237048
515,134.044739715999,135.997940422516,146.906013388508,128.732010026172,125.689124354309
516,133.306513201761,135.252608594212,146.089378982023,128.021187424111,125.079394493861
517,132.910466001075,134.859768479264,145.654789212228,127.641603424875,124.746379935006
518,132.852349436724,134.813411116442,145.600978150696,127.591884314422,124.808650719054
519,133.072455113328,135.051188199092,145.865686712654,127.816557734201,125.07800956149
520,133.51037992487,135.510027526754,146.385490522318,128.259321069681,125.523068452293
521,134.092336607156,136.112812693083,146.956153373769,128.84705448525,126.103417788762
522,134.730636100049,136.767839920462,147.653941623777,129.489170511338,126.659378957295
523,135.336988947015,137.382776983145,148.312816371331,130.09431867957,127.148479591925
524,135.851574084782,137.896124859053,148.870534411442,130.601612638191,127.578409813828
525,136.291474604882,138.3296769496,149.351173212048,131.032461411891,127.97264821538
526,136.686630910213,138.719151997766,149.835566577803,131.422032674444,128.36260936448
527,137.064429216517,139.097042655301,150.277446258023,131.802081244923,128.774639686976
528,137.432119188987,139.470407905586,150.685618027812,132.177455879147,129.195129688385
529,137.787407687771,139.834253598159,151.086670485783,132.540254424301,129.573479957809
530,138.127308016688,140.182928587181,151.465066280296,132.881997450218,129.887182897514
531,138.427657717047,140.491324289612,151.790646218302,133.17754060064,130.168661549407
532,138.638684600803,140.710800516386,152.015567615974,133.381585144853,130.338161419506
533,138.709089981889,140.791314601317,152.154534402663,133.447631901271,130.363389337951
534,138.607493946615,140.701583078919,152.022978541277,133.34748606148,130.253451001867
535,138.36632909231,140.470420148292,151.739829540206,133.111593379474,130.034775051536
536,138.030780395296,140.138650007567,151.394410017687,132.782118418996,129.740966892059
537,137.645205833574,139.746956625427,150.997070151394,132.400600518567,129.404364117741
538,137.246039426201,139.334680349481,150.582501204894,132.002588364896,129.045156679521
539,136.865305549023,138.940413808988,150.179265035515,131.620296877154,128.676774426024
540,136.534825944722,138.60249060975,149.815826707227,131.28587545566,128.312893029582
541,136.279107624623,138.347409357349,149.519201731902,131.030078020337,128.001551696174
542,136.112337221356,138.18497061636,149.314360443567,130.881689603195,128.061260681879
543,136.047922669227,138.123715072837,149.226118818234,130.869346579313,128.035937770475
544,136.089018052961,138.163602769954,149.265582464714,130.993483205951,128.06569571949
545,136.199664429824,138.271863124396,149.391559172857,131.146957536883,127.974692454059
546,136.334578330462,138.407922587499,149.550388958053,131.196981511588,128.035158129976
547,136.450502048915,138.532717595298,149.690828937413,131.121303937175,128.202725029047
548,136.528044863719,138.6249748063,149.790113852647,131.223324046048,128.308520312962
549,136.563366215191,138.675011821198,149.844032597951,131.270580405083,128.349328493702
550,136.552830924021,138.673336711382,149.848625125197,131.249007521129,128.322423522195
551,136.488470681638,138.609895826288,149.795189558091,131.155884902472,128.227904391334
552,136.355170431452,138.473709052051,149.667203194107,131.007203677011,128.070529512609
553,136.137147133351,138.253709681266,149.44741234327,130.820703887482,127.855492798365
554,135.825781219005,137.944396070156,149.125460045188,130.628556410008,127.588260027523
555,135.445021363369,137.563610473054,148.722344857242,130.286885718531,127.275533002133
556,135.02806698737,137.140088665182,148.267971617919,129.80359090262,126.924364606617
557,134.607376951639,136.707207021405,147.792189697091,129.340769796526,126.542655736253
558,134.204519799739,136.27989345927,147.32402451494,128.942738641799,126.150766718721
559,133.832781878146,135.886433172466,146.891874869511,128.598812256851,125.778533406983
560,133.505109850549,135.550770129969,146.523901611815,128.305121009434,125.455820306352
561,133.218731191265,135.274338386069,146.221877204335,128.047895562468,125.27785579859
562,132.940505028145,135.015084454322,145.936593635513,127.794241059152,125.124687516516
563,132.633823677577,134.725990366434,145.613023028298,127.44995413235,124.828049887565
564,132.269104906399,134.365352817933,145.207210653393,127.1005412281,124.468667117844
565,131.854846988248,133.950700299002,144.735222285732,126.749401976065,124.037586042938
566,131.412390348366,133.505053624107,144.233364828302,126.275549231188,123.416644682523
567,130.963320308734,133.049966256054,143.73755383978,125.748283553921,122.936585684998
568,130.53360329606,132.615801523141,143.276120243641,125.229922022086,122.514773955284
569,130.153083472458,132.232014296541,142.870681768795,124.831139651125,122.145747235747
570,129.851676742677,131.928054786013,142.542583179397,124.663923216327,121.851691477845
571,129.645116333209,131.718973599511,142.303772342899,124.683649465199,121.642982845701
572,129.516982190045,131.583003166227,142.144893600718,124.555682796542,121.503223758889
573,129.446423578961,131.487359348728,142.053655696105,124.482395197639,121.370302908413
574,129.415979459355,131.43904498216,142.019197966073,124.438160022648,121.353456645262
575,129.4301219022,131.445293970868,142.039916446373,124.433885911883,121.339373974936
576,129.502053219038,131.520479125655,142.117891702717,124.495023985698,121.388410383915
577,129.643601748702,131.67741600712,142.254556194317,124.515862378655,121.520507280626
578,129.832874319872,131.871776452346,142.435462742191,124.680877845772,121.713983883913
579,130.013340015191,132.060463810074,142.629853068824,124.91818428839,121.905246809497
580,130.126870653454,132.184060684428,142.806163656512,125.095123565095,122.028780898381
581,130.105475308902,132.172551395752,142.898413798494,125.093296317376,122.013282859296
582,129.854889866144,131.93029244741,142.64730869455,124.832286904642,121.772030498451
583,129.276523112879,131.357419536335,141.999929586817,124.237935463803,121.215762185983
584,128.292366334658,130.372359760853,140.918292362045,123.253836489962,120.274184028161
585,126.983739281489,129.047835052981,139.486782549759,121.96102040306,119.023830776315
586,125.506295804548,127.551630971891,137.750647035049,120.504637841458,117.609739538805
587,124.015415546207,126.038793741632,136.021633120746,119.029730280113,116.176746479879
588,122.644255665183,124.644334375626,134.489486651194,117.666259036706,114.850870086347
589,121.499557937558,123.47944846849,133.240210351709,116.526259974186,113.735760681428
590,120.686507450168,122.653925409829,132.355117756972,115.720704243737,112.933748892472
591,120.269203802393,122.234276870226,131.881102342063,115.313655130201,112.508922344426
592,120.183103370636,122.136933879881,131.757284553776,115.222302180698,112.405625575564
593,120.338552094208,122.288645367938,131.901748147,115.335166010814,112.54482994386
594,120.650102156402,122.61973586362,132.235521045933,115.549838055828,112.850424157562
595,121.071374318458,123.035327698575,132.706977307942,115.848161645966,113.27339395662
596,121.577197540638,123.536853407658,133.279335713827,116.351887089166,113.818171850616
597,122.142601452655,124.104386153275,133.916083433657,116.945624920119,114.410767856136
598,122.742176995158,124.7144522638,134.586037879055,117.587340500626,114.980145235559
599,123.34991339863,125.338713195764,135.26532747248,118.217906357524,115.538282996926
600,123.939756347376,125.948478064693,135.921721125694,118.868000090152,116.078128380163
601,124.487449539985,126.516751292314,136.545893079897,119.447109751906,116.628211914844
602,124.975344425229,127.012058138705,137.130308126817,119.927213911643,117.134536766186
603,125.387310003531,127.427342366612,137.642956421668,120.323439371951,117.570075208584
604,125.707761262432,127.761657337286,138.024843048019,120.717569856226,117.911767722561
605,125.927219951376,127.988097527997,138.302215183178,121.248446443492,118.146610611949
606,126.040036467583,128.095186679998,138.45345169162,121.378765000858,118.26790470108
607,126.040746936832,128.091652785829,138.458663870197,121.342407646403,118.26922150921
608,125.931868423647,127.98155503178,138.319723627123,121.139601688807,118.155061679797
609,125.72851022231,127.764462523461,138.065941590264,120.831303490334,117.947169697844
610,125.446891171217,127.46400090866,137.723891411495,120.483820456334,117.695390187972
611,125.105830938636,127.120935992192,137.340995334527,120.15287684169,117.37180526136
612,124.735321584391,126.760797356404,136.934734642523,119.848734834649,116.996922951565
613,124.368354537924,126.398039582173,136.543474425997,119.536836945365,116.646887763174
614,124.036490408935,126.078898923113,136.198634504215,119.202712823437,116.323387419834
615,123.751940277584,125.807152188705,135.85707930791,118.889616852089,116.040739125659
616,123.513008003345,125.567583424262,135.534012992702,118.634434871827,115.867611664772
617,123.317566373171,125.367699767724,135.298887738366,118.473862879704,115.707558448124
618,123.15154544182,125.194956526079,135.085887426469,118.402046311167,115.528595010165
619,122.979275501668,125.015626472835,135.036086014069,118.269442373062,115.338988753568
620,122.762814150867,124.793753587465,134.79316413338,118.05265382094,114.997360846046
621,122.470209053995,124.498733419183,134.540009602203,117.798124543645,114.782504307086
622,122.099411386829,124.126677535714,134.082821651636,117.428646027896,114.565726806421
623,121.657685110777,123.682017616477,133.610147925123,116.887189816405,114.096208630591
624,121.152962916473,123.170142951585,133.0497643433,116.298192990842,113.563841409627
625,120.604108001977,122.612121758022,132.408656824599,115.697801945707,112.994162706547
626,120.038922963708,122.041845095093,131.755946499118,115.114303487424,112.417016225371
627,119.485500139933,121.476350875776,131.130881013836,114.575738451622,111.862382735697
628,118.976095645564,120.964916555106,130.552197839962,114.107824978819,111.36186673954
629,118.551562435024,120.545645476539,130.077544254506,113.731485602368,110.950425216291
630,118.253816318512,120.253607538233,129.752269850333,113.467049958805,110.663429623238
631,118.114891499533,120.115749757022,129.610434173067,113.32938738061,110.528065599476
632,118.10982168695,120.106088071635,129.620971905795,113.301870294774,110.5243001788
633,118.186381976989,120.167935383724,129.729516471133,113.356601736377,110.615205879171
634,118.317138273827,120.297743142401,129.882591713665,113.465727422,110.763987009917
635,118.459648924648,120.462688473548,130.045133344142,113.602532518062,110.936913246815
636,118.591207065576,120.625266631149,130.199081727589,113.741354553096,111.103085347309
637,118.695838243401,120.747811539658,130.326988248818,113.856554506114,111.231716376949
638,118.749904317247,120.796501545133,130.404181872956,113.918184086352,111.293661942173
639,118.719510830627,120.746531180282,130.389053078471,113.886188624335,111.263629842743
640,118.569294776104,120.574385960847,130.237567005964,113.719066368359,111.116879454867
641,118.267671570833,120.258588389602,129.910256336784,113.3789473965,110.841893922497
642,117.808091035477,119.791157270214,129.397916539179,112.85202490893,110.546907686585
643,117.194184467805,119.169600343944,128.703650938929,112.200754255193,109.936146674635
644,116.43085709666,118.392992851868,127.83221625149,111.493285821738,109.172049172961
645,115.553477969562,117.496131829537,126.827971454182,110.697202631419,108.294831461305
646,114.628940247813,116.540224549185,125.776256145386,109.843801123342,107.335504908933
647,113.725559815486,115.622967692319,124.764254655363,108.964597882958,106.373983808886
648,112.893436391339,114.801922556506,123.85289821912,108.100070266795,105.585564207389
649,112.134437233936,114.064396638753,123.078086569669,107.31442181231,104.882193398549
650,111.442537566171,113.386202158852,122.41864977287,106.67573825301,104.24490486619
651,110.813285326248,112.747611709181,121.634340637713,106.058657149429,103.658016174976
652,110.254119468416,112.162621952427,120.976564833833,105.286220233839,103.099166714982
653,109.777915106485,111.660647025,120.352688704722,104.825511431531,102.683381509249
654,109.398525956328,111.269242846696,119.871387646786,104.488892316611,102.337481145727
655,109.15832275779,111.028659754292,119.622768365118,104.320200759275,102.137964751448
656,109.13246723992,111.020499483126,119.642113645747,104.348354882031,102.157011109527
657,109.397894929687,111.301287443338,119.990003934314,104.601440586632,102.468260354263
658,109.983330343201,111.876469971962,120.73018041239,105.096543921045,103.093112152475
659,110.774449140419,112.649512244763,121.630041717859,106.151467586049,103.89612026447
660,111.630518654391,113.491617338899,122.568647413954,107.03031872338,104.673312626709
661,112.419528377272,114.281392235616,123.434762624308,107.839541648233,105.369176050172
662,113.084163431754,114.960850152839,124.169155216448,108.505846488504,105.978914549092
663,113.605058391091,115.504218131797,124.730740605087,108.933732303856,106.503483914821
664,113.963147967103,115.886627217545,125.130844954251,109.277600745525,106.82644276267
665,114.162909693847,116.107109525518,125.435175040563,109.488551173183,107.239979912873
666,114.232257869915,116.194967183947,125.564231072801,109.580684521615,107.189745054707
667,114.203141637514,116.181448146688,125.572557627632,109.568425669342,107.165199944273
668,114.103608342693,116.094552688653,125.507900598456,109.479264175639,107.11338574763
669,113.950747443603,115.951578953737,125.338083990568,109.351227792255,107.127646132893
